Date,Close,Percent Change,Volume
3/10/2024,2052.65,1.08%,"2,922,771,558.91"
3/12/2024,2111.24,2.85%,"4,551,632,347.82"
3/13/2024,2108.72,-0.11%,"4,248,523,332.22"
3/14/2024,2080.87,-1.32%,"3,943,592,302.13"
3/17/2024,2070.25,-0.51%,"3,387,980,384.33"
3/18/2024,2073.53,0.15%,"2,885,637,818.91"
3/19/2024,2067.29,-0.30%,"3,633,936,554.87"
3/20/2024,2063.95,-0.16%,"3,496,284,036.16"
3/21/2024,2048.57,-0.74%,"4,313,017,713.50"
3/25/2024,2031.55,-0.83%,"2,489,118,485.08"
3/26/2024,2041.7,0.49%,"2,354,348,503.01"
3/27/2024,2030.86,-0.53%,"2,235,485,534.30"
3/28/2024,2035.64,0.23%,"2,653,349,468.51"
3/31/2024,2018.33,-0.85%,"3,205,332,324.76"
4/1/2024,2012.07,-0.31%,"2,874,754,305.75"
4/2/2024,2010.21,-0.09%,"2,291,645,585.49"
4/3/2024,2006.78,-0.17%,"2,536,233,986.67"
4/4/2024,2004.05,-0.13%,"3,037,267,307.85"
4/7/2024,2026.81,1.13%,"4,256,676,333.56"
4/9/2024,2036.01,0.45%,"4,143,783,989.11"
4/10/2024,2025.3,-0.52%,"3,485,660,640.32"
4/14/2024,2023.35,-0.11%,"3,063,772,652.62"
4/15/2024,2006.52,-0.83%,"2,797,577,432.68"
4/16/2024,1991.71,-0.73%,"2,103,019,218.58"
4/18/2024,1972.14,-0.98%,"2,093,612,792.78"
4/21/2024,1984.43,0.62%,"2,259,959,456.89"
4/22/2024,1969.02,-0.77%,"2,058,305,185.19"
4/24/2024,1969.17,0.01%,"2,536,431,998.50"
4/25/2024,1965.93,-0.16%,"2,366,975,594.12"
4/28/2024,1980.27,0.72%,"2,682,586,955.82"
4/29/2024,1980.34,0.00%,"2,959,458,501.43"
4/30/2024,2006.28,1.30%,"4,800,044,601.66"
5/2/2024,1998.96,-0.36%,"4,133,362,726.23"
5/5/2024,1974.37,-1.23%,"3,795,748,296.39"
5/6/2024,1958.75,-0.79%,"2,891,319,979.88"
5/7/2024,1960.81,0.10%,"2,140,502,621.77"
5/8/2024,1960.6,-0.01%,"2,547,030,825.50"
5/9/2024,1966.23,0.28%,"3,121,286,362.59"
5/12/2024,1974.5,0.42%,"3,155,142,168.43"
5/13/2024,1998.89,1.23%,"3,408,608,157.91"
5/14/2024,2027.51,1.43%,"4,088,853,664.80"
5/15/2024,2017.97,-0.47%,"3,708,430,055.17"
5/16/2024,2018.76,0.03%,"4,233,816,403.71"
5/19/2024,2064.45,2.26%,"5,251,024,786.63"
5/20/2024,2092,1.33%,"5,854,354,212.19"
5/21/2024,2115.94,1.14%,"5,206,208,111.56"
5/22/2024,2131.49,0.73%,"5,687,680,912.80"
5/26/2024,2109.34,-1.03%,"4,441,538,471.70"
5/27/2024,2113.27,0.18%,"3,893,764,143.93"
5/29/2024,2089.42,-1.12%,"4,575,063,274.39"
5/30/2024,2069.53,-0.95%,"4,217,494,195.65"
6/2/2024,2083.04,0.65%,"4,311,015,629.95"
6/3/2024,2079.07,-0.19%,"4,004,070,243.60"
6/4/2024,2085.3,0.29%,"4,084,715,877.41"
6/5/2024,2079.71,-0.26%,"3,992,976,492.79"
6/6/2024,2077.78,-0.09%,"4,388,278,720.38"
6/9/2024,2073.19,-0.22%,"5,189,079,522.44"
6/10/2024,2082.09,0.42%,"5,490,609,782.28"
6/11/2024,2115.24,1.59%,"5,555,361,739.06"
6/12/2024,2121.62,0.30%,"5,894,089,245.13"
6/13/2024,2112.29,-0.43%,"6,443,029,208.11"
6/16/2024,2095.25,-0.80%,"5,472,253,551.85"
6/18/2024,2076.49,-0.89%,"4,055,737,884.32"
6/19/2024,2078.76,0.10%,"3,404,372,632.64"
6/20/2024,2068.31,-0.50%,"3,870,744,903.34"
6/23/2024,2062.94,-0.25%,"4,374,597,458.65"
6/24/2024,2066.16,0.15%,"5,077,255,116.15"
6/25/2024,2071.77,0.27%,"4,187,796,833.89"
6/26/2024,2060.16,-0.56%,"4,058,047,734.22"
6/27/2024,2051.92,-0.40%,"3,715,903,824.54"
6/30/2024,2037.09,-0.72%,"3,607,198,407.66"
7/1/2024,2053.38,0.80%,"2,999,965,021.53"
7/2/2024,2100.43,2.29%,"4,576,831,720.09"
7/3/2024,2104.22,0.18%,"5,083,528,935.17"
7/4/2024,2119.69,0.73%,"6,482,546,980.64"
7/7/2024,2140.97,1.00%,"6,002,931,854.71"
7/8/2024,2136.35,-0.21%,"4,569,836,106.00"
7/9/2024,2152.14,0.73%,"5,535,958,885.31"
7/10/2024,2175.4,1.08%,"5,744,083,391.51"
7/11/2024,2204.61,1.34%,"7,080,698,146.05"
7/14/2024,2257.59,2.40%,"7,620,498,520.87"
7/15/2024,2240.41,-0.76%,"8,731,436,037.15"
7/16/2024,2310.59,3.13%,"9,114,401,552.61"
7/17/2024,2364.63,2.33%,"12,059,266,113.47"
7/18/2024,2424.32,2.52%,"15,548,800,738.21"
7/21/2024,2485.94,2.54%,"15,238,271,290.98"
7/22/2024,2488.09,0.08%,"13,915,535,440.98"
7/23/2024,2563.43,3.02%,"14,116,330,995.76"
7/24/2024,2536.11,-1.06%,"16,208,577,314.53"
7/25/2024,2568.11,1.26%,"14,137,899,049.28"
7/28/2024,2681.56,4.41%,"15,810,596,235.45"
7/29/2024,2661.09,-0.76%,"19,609,177,106.29"
7/30/2024,2696.65,1.33%,"17,266,391,542.97"
7/31/2024,2760.9,2.38%,"21,911,503,161.06"
8/1/2024,2755.62,-0.19%,"21,713,431,007.74"
8/5/2024,2796.38,1.47%,"21,864,992,277.64"
8/6/2024,2651.32,-5.18%,"23,716,716,874.10"
8/7/2024,2759.67,4.08%,"17,950,918,627.83"
8/8/2024,2766.38,0.24%,"20,070,434,103.38"
8/11/2024,2860.91,3.41%,"25,779,453,509.90"
8/12/2024,2931.65,2.47%,"27,242,034,765.89"
8/13/2024,2923.46,-0.27%,"21,515,010,633.31"
8/14/2024,2957.75,1.17%,"23,430,581,150.48"
8/15/2024,3000.81,1.45%,"29,958,519,216.95"
8/18/2024,2966.33,-1.14%,"28,836,997,376.12"
8/21/2024,2968.44,0.07%,"18,906,373,792.01"
8/22/2024,2974.46,0.20%,"19,160,652,085.56"
8/25/2024,2894.57,-2.68%,"19,740,593,800.64"
8/27/2024,2782.6,-3.86%,"18,649,533,170.35"
8/28/2024,2786.4,0.13%,"13,727,368,393.64"
8/29/2024,2749.57,-1.32%,"12,243,601,365.90"
9/1/2024,2695.93,-1.95%,"10,517,682,349.32"
9/2/2024,2823.25,4.72%,"13,104,631,802.67"
9/3/2024,2830.16,0.24%,"13,577,105,289.17"
9/4/2024,2739.46,-3.20%,"12,925,688,215.22"
9/5/2024,2727.36,-0.44%,"9,651,513,246.31"
9/8/2024,2701.9,-0.93%,"10,122,408,249.12"
9/9/2024,2646.03,-2.06%,"9,439,106,425.54"
9/10/2024,2632.94,-0.49%,"7,245,568,421.39"
9/11/2024,2610.21,-0.86%,"6,851,179,051.18"
9/12/2024,2688.38,2.99%,"8,169,274,612.81"
9/15/2024,2637.79,-1.88%,"10,339,235,957.45"
9/16/2024,2580.76,-2.16%,"7,361,988,383.74"
9/18/2024,2576.76,-0.15%,"5,669,194,961.88"
9/22/2024,2588.35,0.44%,"5,092,948,690.69"
9/23/2024,2529.33,-2.28%,"5,660,302,683.50"
9/24/2024,2470.39,-2.33%,"5,689,561,356.69"
9/25/2024,2519.57,1.99%,"4,813,223,004.49"
9/26/2024,2486.76,-1.30%,"4,841,407,720.14"
9/29/2024,2464.4,-0.89%,"4,050,658,036.94"
9/30/2024,2508.86,1.80%,"3,715,359,935.12"
10/1/2024,2623.56,4.57%,"7,616,522,258.00"
10/2/2024,2597.49,-0.99%,"6,778,195,881.11"
10/6/2024,2653.58,2.15%,"6,138,206,705.70"
10/7/2024,2690.72,1.39%,"7,095,953,027.17"
10/8/2024,2663.32,-1.01%,"4,593,727,244.34"
10/9/2024,2668.17,0.18%,"3,761,512,706.84"
10/15/2024,2699.66,1.17%,"3,062,337,799.24"
10/16/2024,2742.88,1.60%,"5,660,237,737.60"
10/17/2024,2745.36,0.09%,"7,192,792,166.86"
10/20/2024,2697.91,-1.72%,"8,180,262,572.12"
10/21/2024,2639.92,-2.14%,"5,900,791,044.48"
10/22/2024,2665.81,0.98%,"4,171,665,619.70"
10/23/2024,2645.39,-0.76%,"6,278,951,853.73"
10/24/2024,2627.14,-0.68%,"5,419,104,157.29"
10/27/2024,2617.95,-0.34%,"4,732,487,864.93"
10/28/2024,2645.36,1.04%,"5,344,800,912.48"
10/29/2024,2692.05,1.76%,"6,128,264,580.33"
10/30/2024,2677.62,-0.53%,"5,953,950,787.59"
11/5/2024,2677.4,0.00%,"4,205,505,237.61"
11/6/2024,2675.51,-0.07%,"5,222,486,851.24"
11/10/2024,2738.06,2.33%,"9,771,124,073.55"
11/11/2024,2760.21,0.80%,"11,315,207,127.09"
11/12/2024,2748.96,-0.40%,"7,859,740,798.91"
11/13/2024,2734.83,-0.51%,"7,911,976,449.08"
11/14/2024,2748.78,0.51%,"10,320,331,436.20"
11/17/2024,2753.76,0.18%,"11,726,756,904.61"
11/19/2024,2702.65,-1.85%,"10,468,320,521.90"
11/20/2024,2711.75,0.33%,"7,092,879,946.39"
11/21/2024,2680.44,-1.15%,"8,257,643,886.83"
11/24/2024,2667.4,-0.48%,"7,728,861,250.73"
11/25/2024,2683.24,0.59%,"6,345,809,597.84"
11/26/2024,2716.66,1.24%,"7,449,898,987.89"
11/27/2024,2755.47,1.42%,"9,312,934,840.36"
11/28/2024,2748.05,-0.30%,"8,545,525,373.13"
12/1/2024,2738.06,-0.36%,"8,832,225,892.82"
12/2/2024,2758.04,0.72%,"10,541,746,564.07"
12/3/2024,2775.85,0.64%,"8,521,219,299.67"
12/4/2024,2750.87,-0.89%,"9,132,468,906.77"
12/5/2024,2734.93,-0.57%,"8,369,687,402.72"
